"White population","Black population","Grey population","Global temperature"
"626","0","0","11.864486426892698"
"646","0","0","10.20501826427061"
"655","0","0","8.571805366510773"
"657","0","0","7.387745790414006"
"657","0","0","6.704491910854852"
"660","0","0","6.374063567207187"
"654","0","0","6.102301962450605"
"660","0","0","6.211393066013543"
"671","0","0","6.035462259111153"
"686","0","0","5.506478532509962"
"704","0","0","4.638298605410366"
"717","0","0","3.4376215521052003"
"717","0","0","2.291736212873598"
"720","0","0","1.6901234022984573"
"724","0","0","1.2402631665780814"
"727","0","0","0.8291528032785382"
"730","0","0","0.517835461947281"
"726","0","0","0.23476620661692138"
"732","0","0","0.2882386331916233"
"732","0","0","0.09811728903020978"
"722","0","0","-0.0011707198414768437"
"721","0","0","0.33374977717492066"
"696","0","0","0.5697237360088306"
"656","0","0","1.6878765935179654"
"646","0","0","3.836206442326421"
"643","0","0","5.314524979028023"
"651","0","0","6.1724501672595755"
"671","0","0","6.265113843586202"
"690","0","0","5.511986118736109"
"703","0","0","4.3866961886061615"
"707","0","0","3.2685841137031284"
"699","0","0","2.5177564286417113"
"683","0","0","2.444422856667523"
"661","0","0","3.0313697323069357"
"646","0","0","4.207884791523001"
"640","0","0","5.430096545966082"
"647","0","0","6.323535813202527"
"664","0","0","6.541462736755321"
"683","0","0","6.006665735123868"
"695","0","0","4.98388664183626"
"707","0","0","3.9837015577029695"
"713","0","0","2.970567267499186"
"717","0","0","2.208230925438405"
"721","0","0","1.633018957336247"
"715","0","0","1.2070865267929245"
"726","0","0","1.2445824417161053"
"729","0","0","0.8654033364669101"
"737","0","0","0.545093931035799"
"753","0","0","0.058349833918098025"
"751","0","0","-0.8221666392401055"
"740","0","0","-1.2041342616071902"
"716","0","0","-0.9436203297084725"
"691","0","0","0.182628917931131"
"675","0","0","1.753069739733815"
"672","0","0","3.165842672653543"
"675","0","0","3.996754031302116"
"687","0","0","4.292260002090694"
"696","0","0","3.9533071006643716"
"705","0","0","3.3907635773383666"
"712","0","0","2.702698326117235"
"703","0","0","2.0493975390100165"
"681","0","0","2.0657813705201735"
"652","0","0","2.9150465286360703"
"636","0","0","4.494765776141571"
"637","0","0","5.965393878868075"
"646","0","0","6.694720097482674"
"663","0","0","6.734472142298405"
"668","0","0","6.089965251367386"
"675","0","0","5.56251324228272"
"694","0","0","4.975035398286496"
"703","0","0","3.902822662850252"
"709","0","0","2.988789157422576"
"717","0","0","2.299709218180951"
"723","0","0","1.6512089398220204"
"722","0","0","1.1218798682805842"
"718","0","0","0.9550212451083266"
"720","0","0","1.0331390259436244"
"722","0","0","0.9698921231493423"
"724","0","0","0.8467632599518563"
"713","0","0","0.7051970065099396"
"706","0","0","1.0773254888555135"
"694","0","0","1.5577324443616818"
"688","0","0","2.2941408083261976"
"689","0","0","2.9405198141610205"
"700","0","0","3.2778243146638126"
"709","0","0","2.9925721043818894"
"720","0","0","2.4574104049696994"
"730","0","0","1.7252012887713513"
"734","0","0","0.8959250436672888"
"728","0","0","0.27460244142615187"
"703","0","0","0.188374605914045"
"670","0","0","1.1265899947837295"
"655","0","0","2.9110780332557225"
"641","0","0","4.4377287298097725"
"635","0","0","5.792657505789473"
"641","0","0","6.736678332531889"
"660","0","0","6.9635573841399685"
"668","0","0","6.2920559355542345"
"669","0","0","5.6126549318057295"
"693","0","0","5.172458320230642"
"721","0","0","3.9459925480132445"
"741","0","0","2.232842306054771"
"744","0","0","0.6420836635892535"
"734","0","0","-0.21987854807062598"
"722","0","0","-0.222628105903397"
"714","0","0","0.2914426315198237"
"714","0","0","0.8965360744591363"
"711","0","0","1.201754825316948"
"699","0","0","1.4783944215484142"
"686","0","0","2.08640300213961"
"690","0","0","2.943044271368982"
"716","0","0","3.2366634713000315"
"743","0","0","2.37180197113372"
"746","0","0","0.8718017299710934"
"737","0","0","-0.03208729896236866"
"741","0","0","-0.16875138732476894"
"748","0","0","-0.4393062597005173"
"754","0","0","-0.8925348141388804"
"757","0","0","-1.3989771283114485"
"742","0","0","-1.7727330479331869"
"715","0","0","-1.3680885131098846"
"677","0","0","-0.09100550450718488"
"652","0","0","2.1018901606471996"
"639","0","0","4.229238873178114"
"624","0","0","5.861499176742763"
"615","0","0","7.30892588163582"
"621","0","0","8.361589689363967"
"651","0","0","8.58086556829268"
"680","0","0","7.461487995189199"
"708","0","0","5.716297627674459"
"710","0","0","3.713943335289915"
"706","0","0","2.6249740370337173"
"700","0","0","2.2576129155645672"
"700","0","0","2.3217878320828933"
